Day,Hour,Power,TMP,WNDCHILL,WNDSPD,Humidity,PRMSL,RAIN,Season,weekday
2018-07-26,23,0,24.2,24.2,5.6,40.0,1011.8,0.0,Summer,4
2018-07-27,0,0,22.5,22.5,5.6,47.0,1012.5,0.0,Summer,5
2018-07-27,1,0,22.2,22.2,5.6,47.0,1012.5,0.0,Summer,5
2018-07-27,2,0,21.6,21.6,5.6,50.0,1012.5,0.0,Summer,5
2018-07-27,3,0,20.6,20.6,7.4,54.0,1012.4,0.0,Summer,5
2018-07-27,4,9381.09064433928,20.0,20.0,7.4,57.0,1012.7,0.0,Summer,5
2018-07-27,5,9381.09064433928,19.6,19.6,7.4,62.0,1013.0,0.0,Summer,5
2018-07-27,6,33329.26932920404,21.7,21.7,1.9,62.0,1012.9,0.0,Summer,5
2018-07-27,7,33508.37380681598,23.2,23.2,3.7,63.0,1012.6,0.0,Summer,5
2018-07-27,8,27008.17868486476,23.5,23.5,5.6,61.0,1012.4,0.0,Summer,5
2018-07-27,9,32958.76692015888,24.3,24.3,5.6,58.0,1011.9,0.0,Summer,5
2018-07-27,10,51435.021168563064,25.9,25.9,5.6,48.0,1011.2,0.0,Summer,5
2018-07-27,11,42424.432933268945,26.8,26.8,5.6,45.0,1010.9,0.0,Summer,5
2018-07-27,12,34620.90352150424,27.2,27.2,5.6,42.0,1010.2,0.0,Summer,5
2018-07-27,13,24725.14435920057,28.5,28.5,3.7,44.0,1009.6,0.0,Summer,5
2018-07-27,14,25479.050418034825,30.0,30.0,5.6,38.0,1008.8,0.0,Summer,5
2018-07-27,15,10110.041039671683,30.2,30.2,1.9,34.0,1008.3,0.0,Summer,5
2018-07-27,16,7886.511627906977,31.3,31.3,3.7,31.0,1007.7,0.0,Summer,5
2018-07-27,17,0,30.6,30.6,3.7,31.0,1007.3,0.0,Summer,5
2018-07-27,18,0,29.1,29.1,0.0,38.0,1007.7,0.0,Summer,5
2018-07-27,19,0,27.3,27.3,5.6,42.0,1008.2,0.0,Summer,5
2018-07-27,20,0,25.2,25.2,3.7,49.0,1009.2,0.0,Summer,5
2018-07-27,21,0,24.6,24.6,7.4,47.0,1009.4,0.0,Summer,5
2018-07-27,22,0,24.1,24.1,7.4,47.0,1009.4,0.0,Summer,5
2018-07-27,23,0,23.8,23.8,7.4,47.0,1009.3,0.0,Summer,5
2018-07-28,0,0,23.6,23.6,5.6,48.0,1009.5,0.0,Summer,6
2018-07-28,1,0,23.0,23.0,7.4,51.0,1009.4,0.0,Summer,6
2018-07-28,2,0,22.9,22.9,5.6,52.0,1009.3,0.0,Summer,6
2018-07-28,3,0,22.6,22.6,5.6,55.0,1008.9,0.0,Summer,6
2018-07-28,4,0,22.6,22.6,5.6,56.0,1009.0,0.0,Summer,6
2018-07-28,5,0,22.9,22.9,5.6,66.0,1010.2,0.0,Summer,6
2018-07-28,6,0,20.5,20.5,5.6,82.0,1010.4,0.9,Summer,6
2018-07-28,7,0,22.9,22.9,5.6,71.0,1010.4,0.0,Summer,6
2018-07-28,8,0,19.1,19.1,9.3,88.0,1011.9,0.0,Summer,6
2018-07-28,9,0,19.4,19.4,7.4,88.0,1013.7,0.0,Summer,6
2018-07-28,10,0,18.9,18.9,3.7,92.0,1015.0,0.0,Summer,6
2018-07-28,11,0,20.0,20.0,5.6,86.0,1014.5,0.0,Summer,6
2018-07-28,12,3422.0,20.8,20.8,1.9,82.0,1014.5,12.0,Summer,6
2018-07-28,13,3422.0,20.5,20.5,5.6,85.0,1015.2,0.0,Summer,6
2018-07-28,14,3422.0,21.4,21.4,5.6,84.0,1014.6,0.0,Summer,6
2018-07-28,15,0.0,22.1,22.1,5.6,78.0,1014.3,0.0,Summer,6
2018-07-28,16,0,22.7,22.7,3.7,73.0,1014.0,0.0,Summer,6
2018-07-28,17,0,21.8,21.8,3.7,75.0,1014.1,0.0,Summer,6
2018-07-28,18,0,22.4,22.4,1.9,71.0,1014.3,12.0,Summer,6
2018-07-28,19,0,20.4,20.4,5.6,81.0,1014.8,0.0,Summer,6
2018-07-28,20,0,19.5,19.5,5.6,79.0,1015.4,0.0,Summer,6
2018-07-28,21,0,19.0,19.0,7.4,80.0,1015.7,0.0,Summer,6
2018-07-28,22,0,18.7,18.7,7.4,82.0,1015.7,0.0,Summer,6
2018-07-28,23,0,18.4,18.4,7.4,82.0,1015.8,0.0,Summer,6
2018-07-29,0,0,18.2,18.2,7.4,82.0,1016.0,0.0,Summer,7
2018-07-29,1,0,18.0,18.0,7.4,83.0,1015.9,0.0,Summer,7
2018-07-29,2,0,17.8,17.8,7.4,84.0,1015.7,0.0,Summer,7
2018-07-29,3,0,17.6,17.6,7.4,84.0,1015.4,0.0,Summer,7
2018-07-29,4,0,17.5,17.5,9.3,83.0,1015.7,0.0,Summer,7
2018-07-29,5,0,17.9,17.9,7.4,82.0,1015.6,0.0,Summer,7
2018-07-29,6,0,19.6,19.6,1.9,78.0,1015.4,0.0,Summer,7
2018-07-29,7,0,20.7,20.7,5.6,74.0,1015.3,0.0,Summer,7
2018-07-29,8,0,21.5,21.5,5.6,72.0,1015.0,0.0,Summer,7
2018-07-29,9,0,22.0,22.0,5.6,73.0,1014.7,0.0,Summer,7
2018-07-29,10,0,22.3,22.3,5.6,72.0,1014.5,0.0,Summer,7
2018-07-29,11,0,23.5,23.5,5.6,67.0,1014.1,0.0,Summer,7
2018-07-29,12,3085.1748251748254,24.3,24.3,5.6,67.0,1013.6,0.0,Summer,7
2018-07-29,13,3085.1748251748254,24.9,24.9,5.6,66.0,1013.4,0.0,Summer,7
2018-07-29,14,3085.1748251748254,26.5,26.5,5.6,58.0,1012.6,0.0,Summer,7
2018-07-29,15,6154.174825174825,27.0,27.0,5.6,55.0,1012.2,0.0,Summer,7
2018-07-29,16,3069.0,27.9,27.9,5.6,43.0,1011.9,0.0,Summer,7
2018-07-29,17,0,28.2,28.2,3.7,41.0,1011.8,0.0,Summer,7
2018-07-29,18,11983.222748815166,28.0,28.0,0.0,43.0,1012.0,0.0,Summer,7
2018-07-29,19,11983.222748815166,25.3,25.3,7.4,53.0,1012.9,0.0,Summer,7
2018-07-29,20,11983.222748815166,23.6,23.6,7.4,59.0,1014.0,0.0,Summer,7
2018-07-29,21,11983.222748815166,23.0,23.0,7.4,60.0,1014.4,0.0,Summer,7
2018-07-29,22,0,22.5,22.5,7.4,59.0,1014.7,0.0,Summer,7
2018-07-29,23,0,21.4,21.4,7.4,62.0,1015.0,0.0,Summer,7
2018-07-30,0,0,21.0,21.0,7.4,59.0,1015.3,0.0,Summer,1
2018-07-30,1,0,20.5,20.5,7.4,60.0,1015.5,0.0,Summer,1
2018-07-30,2,0,20.3,20.3,7.4,60.0,1015.8,0.0,Summer,1
2018-07-30,3,0,19.8,19.8,7.4,63.0,1016.0,0.0,Summer,1
2018-07-30,4,0,19.9,19.9,7.4,59.0,1015.8,0.0,Summer,1
2018-07-30,5,5686.564970644318,19.7,19.7,9.3,61.0,1016.0,0.0,Summer,1
2018-07-30,6,18893.65748117261,21.7,21.7,1.9,58.0,1015.8,0.0,Summer,1
2018-07-30,7,18893.65748117261,23.4,23.4,1.9,57.0,1015.7,0.0,Summer,1
2018-07-30,8,18893.65748117261,23.7,23.7,3.7,66.0,1015.8,0.0,Summer,1
2018-07-30,9,18893.65748117261,24.3,24.3,5.6,61.0,1015.6,0.0,Summer,1
2018-07-30,10,28833.831394216093,25.2,25.2,5.6,55.0,1015.3,0.0,Summer,1
2018-07-30,11,19966.491556123307,26.4,26.4,5.6,46.0,1014.8,0.0,Summer,1
2018-07-30,12,19966.491556123307,27.5,27.5,3.7,47.0,1014.0,0.0,Summer,1
2018-07-30,13,21461.02352543277,29.0,29.0,5.6,47.0,1013.4,0.0,Summer,1
2018-07-30,14,8738.571301247772,29.6,29.6,5.6,46.0,1012.9,0.0,Summer,1
2018-07-30,15,5313.865418894829,29.9,29.9,3.7,49.0,1012.4,0.0,Summer,1
2018-07-30,16,0,30.3,30.3,3.7,40.0,1012.1,0.0,Summer,1
2018-07-30,17,16473.506493506495,30.8,30.8,1.9,34.0,1012.0,0.0,Summer,1
2018-07-30,18,16473.506493506495,30.3,30.3,0.0,41.0,1012.4,0.0,Summer,1
2018-07-30,19,19941.356960796213,28.0,28.0,9.3,46.0,1013.4,0.0,Summer,1
2018-07-30,20,3467.8504672897197,26.5,26.5,9.3,46.0,1013.9,0.0,Summer,1
2018-07-30,21,3467.8504672897197,25.8,25.8,3.7,45.0,1014.2,0.0,Summer,1
2018-07-30,22,3467.8504672897197,25.5,25.5,3.7,48.0,1014.5,0.0,Summer,1
2018-07-30,23,3467.8504672897197,23.5,23.5,3.7,60.0,1015.1,0.0,Summer,1
2018-07-31,0,3467.8504672897197,23.6,23.6,9.3,59.0,1014.8,0.0,Summer,2
2018-07-31,1,0,22.5,22.5,7.4,62.0,1014.9,0.0,Summer,2
2018-07-31,2,0,21.8,21.8,7.4,64.0,1015.1,0.0,Summer,2
2018-07-31,3,0,21.3,21.3,7.4,64.0,1015.3,0.0,Summer,2
2018-07-31,4,0,21.3,21.3,7.4,62.0,1015.5,0.0,Summer,2
2018-07-31,5,2091.953642384106,21.0,21.0,5.6,64.0,1015.8,0.0,Summer,2
2018-07-31,6,11917.302479593407,21.9,21.9,5.6,65.0,1016.0,0.0,Summer,2
2018-07-31,7,24189.898192941113,23.6,23.6,5.6,64.0,1016.1,0.0,Summer,2
2018-07-31,8,24457.792929783216,24.3,24.3,3.7,61.0,1016.4,0.0,Summer,2
2018-07-31,9,24457.792929783216,25.4,25.4,5.6,59.0,1016.3,0.0,Summer,2
2018-07-31,10,22169.990199131295,26.3,26.3,5.6,56.0,1016.1,0.0,Summer,2
2018-07-31,11,24523.535018651026,26.8,26.8,1.9,51.0,1015.8,0.0,Summer,2
2018-07-31,12,14415.437248941482,29.0,29.0,7.4,45.0,1015.1,0.0,Summer,2
2018-07-31,13,14415.437248941482,29.4,29.4,5.6,44.0,1014.6,0.0,Summer,2
2018-07-31,14,7252.937248941484,31.9,31.9,5.6,36.0,1013.8,0.0,Summer,2
2018-07-31,15,7252.937248941484,31.4,31.4,5.6,39.0,1013.6,0.0,Summer,2
2018-07-31,16,0,32.2,32.2,11.1,38.0,1013.5,0.0,Summer,2
2018-07-31,17,0.0,31.1,31.1,11.1,38.0,1013.5,0.0,Summer,2
2018-07-31,18,0.0,29.9,29.9,7.4,41.0,1014.0,0.0,Summer,2
2018-07-31,19,1265.8878504672898,28.6,28.6,7.4,42.0,1014.3,0.0,Summer,2
2018-07-31,20,1265.8878504672898,27.5,27.5,3.7,49.0,1014.8,0.0,Summer,2
2018-07-31,21,1265.8878504672898,26.8,26.8,7.4,51.0,1015.3,0.0,Summer,2
2018-07-31,22,1265.8878504672898,26.4,26.4,5.6,52.0,1015.4,0.0,Summer,2
2018-07-31,23,1265.8878504672898,24.3,24.3,5.6,60.0,1015.6,0.0,Summer,2
2018-08-01,0,1265.8878504672898,24.7,24.7,5.6,56.0,1015.7,0.0,Fall,3
2018-08-01,1,1265.8878504672898,23.4,23.4,1.9,62.0,1015.9,0.0,Fall,3
2018-08-01,2,1265.8878504672898,23.0,23.0,7.4,63.0,1015.9,0.0,Fall,3
2018-08-01,3,4393.38785046729,22.6,22.6,7.4,64.0,1015.8,0.0,Fall,3
2018-08-01,4,0,22.4,22.4,5.6,64.0,1015.8,0.0,Fall,3
2018-08-01,5,0,22.3,22.3,7.4,65.0,1016.1,0.0,Fall,3
2018-08-01,6,0,22.3,22.3,7.4,67.0,1016.5,0.0,Fall,3
2018-08-01,7,0,24.6,24.6,1.9,63.0,1016.4,0.0,Fall,3
2018-08-01,8,0.0,25.2,25.2,3.7,67.0,1016.5,0.0,Fall,3
2018-08-01,9,0,25.9,25.9,5.6,64.0,1016.5,0.0,Fall,3
2018-08-01,10,0,26.6,26.6,5.6,58.0,1016.5,0.0,Fall,3
2018-08-01,11,2992.894736842105,28.3,28.3,5.6,51.0,1015.7,0.0,Fall,3
2018-08-01,12,2992.894736842105,28.6,28.6,5.6,53.0,1015.3,0.0,Fall,3
2018-08-01,13,19555.751879699244,29.7,29.7,5.6,49.0,1014.6,0.0,Fall,3
2018-08-01,14,16562.85714285714,30.5,30.5,7.4,41.0,1014.1,0.0,Fall,3
2018-08-01,15,16562.85714285714,30.5,30.5,7.4,44.0,1014.1,0.0,Fall,3
2018-08-01,16,22053.409290096406,26.9,26.9,11.1,64.0,1015.4,0.0,Fall,3
2018-08-01,17,15042.109524288444,24.5,24.5,7.4,65.0,1017.5,0.0,Fall,3
2018-08-01,18,15042.109524288444,24.3,24.3,7.4,62.0,1018.0,0.0,Fall,3
2018-08-01,19,18226.395238574158,23.3,23.3,14.8,67.0,1017.5,0.0,Fall,3
2018-08-01,20,18226.395238574158,23.8,23.8,13.0,55.0,1018.7,0.0,Fall,3
2018-08-01,21,15042.109524288444,23.7,23.7,7.4,60.0,1019.0,0.0,Fall,3
2018-08-01,22,0.0,22.4,22.4,5.6,66.0,1018.7,0.0,Fall,3
2018-08-01,23,0,21.2,21.2,7.4,69.0,1019.4,0.0,Fall,3
2018-08-02,0,0,20.9,20.9,5.6,70.0,1019.8,0.0,Fall,4
2018-08-02,1,0,20.3,20.3,5.6,74.0,1019.9,0.0,Fall,4
2018-08-02,2,0,19.9,19.9,7.4,76.0,1019.9,0.0,Fall,4
2018-08-02,3,0,19.8,19.8,5.6,78.0,1019.7,0.0,Fall,4
2018-08-02,4,0,19.3,19.3,7.4,81.0,1019.9,0.0,Fall,4
2018-08-02,5,9569.00826446281,19.7,19.7,5.6,76.0,1020.0,0.0,Fall,4
2018-08-02,6,20734.946461538788,20.5,20.5,3.7,74.0,1020.3,0.0,Fall,4
2018-08-02,7,24161.613128205456,22.2,22.2,5.6,68.0,1020.3,0.0,Fall,4
2018-08-02,8,40301.047090469605,22.9,22.9,7.4,63.0,1020.3,0.0,Fall,4
2018-08-02,9,40301.047090469605,23.4,23.4,5.6,63.0,1020.0,0.0,Fall,4
2018-08-02,10,22223.936593907078,24.4,24.4,5.6,61.0,1019.5,0.0,Fall,4
2018-08-02,11,15141.320538478978,25.7,25.7,5.6,61.0,1018.8,0.0,Fall,4
2018-08-02,12,12648.896803983504,26.6,26.6,7.4,60.0,1018.3,0.0,Fall,4
2018-08-02,13,12648.896803983504,27.5,27.5,7.4,59.0,1017.7,0.0,Fall,4
2018-08-02,14,12648.896803983504,30.9,30.9,7.4,42.0,1016.3,0.0,Fall,4
2018-08-02,15,11624.08764367816,31.1,31.1,9.3,41.0,1015.9,0.0,Fall,4
2018-08-02,16,302.70833333333337,31.2,31.2,9.3,40.0,1015.5,0.0,Fall,4
2018-08-02,17,3438.5294117647063,30.8,30.8,9.3,39.0,1015.4,0.0,Fall,4
2018-08-02,18,3438.5294117647063,29.7,29.7,11.1,41.0,1015.5,0.0,Fall,4
2018-08-02,19,0,28.0,28.0,11.1,48.0,1016.0,0.0,Fall,4
2018-08-02,20,2115.4,27.3,27.3,11.1,49.0,1016.7,0.0,Fall,4
2018-08-02,21,2115.4,27.1,27.1,13.0,50.0,1016.5,0.0,Fall,4
2018-08-02,22,2115.4,26.3,26.3,14.8,53.0,1016.7,0.0,Fall,4
2018-08-02,23,2115.4,25.7,25.7,13.0,55.0,1016.8,0.0,Fall,4
2018-08-03,0,2115.4,25.2,25.2,14.8,57.0,1016.6,0.0,Fall,5
2018-08-03,1,2115.4,24.4,24.4,5.6,59.0,1016.7,0.0,Fall,5
2018-08-03,2,0,23.3,23.3,3.7,64.0,1016.9,0.0,Fall,5
2018-08-03,3,0,21.9,21.9,1.9,70.0,1017.4,0.0,Fall,5
2018-08-03,4,0,21.9,21.9,5.6,69.0,1017.4,0.0,Fall,5
2018-08-03,5,567.3333333333334,21.8,21.8,5.6,70.0,1017.9,0.0,Fall,5
2018-08-03,6,17413.058806159162,23.4,23.4,3.7,66.0,1018.0,0.0,Fall,5
2018-08-03,7,17413.058806159162,24.0,24.0,3.7,68.0,1018.1,0.0,Fall,5
2018-08-03,8,17413.058806159162,24.4,24.4,5.6,67.0,1018.0,0.0,Fall,5
2018-08-03,9,14674.01118711154,25.1,25.1,5.6,60.0,1017.8,0.0,Fall,5
2018-08-03,10,27987.954449522887,26.3,26.3,5.6,59.0,1017.2,0.0,Fall,5
2018-08-03,11,19856.4337121957,27.2,27.2,5.6,55.0,1016.6,0.0,Fall,5
2018-08-03,12,6626.683834008269,28.3,28.3,5.6,54.0,1016.1,0.0,Fall,5
2018-08-03,13,6626.683834008269,29.3,29.3,5.6,53.0,1015.6,0.0,Fall,5
2018-08-03,14,6626.683834008269,30.2,30.2,5.6,49.0,1014.8,0.0,Fall,5
2018-08-03,15,10050.837680162114,30.9,30.9,5.6,47.0,1014.2,0.0,Fall,5
2018-08-03,16,4075.6805637110983,31.5,31.5,5.6,46.0,1013.7,0.0,Fall,5
2018-08-03,17,3424.153846153846,32.6,32.6,7.4,37.0,1013.2,0.0,Fall,5
2018-08-03,18,0,31.6,31.6,5.6,38.0,1013.2,0.0,Fall,5
2018-08-03,19,0,28.8,28.8,5.6,47.0,1014.3,0.0,Fall,5
2018-08-03,20,0,27.8,27.8,3.7,47.0,1014.9,0.0,Fall,5
2018-08-03,21,0,26.7,26.7,3.7,51.0,1015.7,0.0,Fall,5
2018-08-03,22,0,26.8,26.8,1.9,53.0,1015.5,0.0,Fall,5
2018-08-03,23,0,25.1,25.1,1.9,67.0,1016.0,0.0,Fall,5
2018-08-04,0,0,24.6,24.6,5.6,69.0,1015.8,0.0,Fall,6
2018-08-04,1,0,23.8,23.8,5.6,69.0,1015.9,0.0,Fall,6
2018-08-04,2,0,24.0,24.0,5.6,67.0,1015.8,0.0,Fall,6
2018-08-04,3,0,22.8,22.8,5.6,72.0,1016.2,0.0,Fall,6
2018-08-04,4,0,22.4,22.4,7.4,72.0,1016.4,0.0,Fall,6
2018-08-04,5,0,22.6,22.6,5.6,69.0,1016.6,0.0,Fall,6
2018-08-04,6,0,24.0,24.0,1.9,67.0,1016.6,0.0,Fall,6
2018-08-04,7,0,24.9,24.9,3.7,64.0,1016.6,0.0,Fall,6
2018-08-04,8,0,25.8,25.8,3.7,63.0,1016.3,0.0,Fall,6
2018-08-04,9,0,26.8,26.8,3.7,57.0,1016.2,0.0,Fall,6
2018-08-04,10,0,27.7,27.7,5.6,56.0,1016.0,0.0,Fall,6
2018-08-04,11,0,29.0,29.0,5.6,52.0,1015.0,0.0,Fall,6
2018-08-04,12,0,28.1,28.1,5.6,55.0,1014.9,0.0,Fall,6
2018-08-04,13,0,27.9,27.9,5.6,59.0,1014.9,0.0,Fall,6
2018-08-04,14,0,27.2,27.2,3.7,65.0,1015.1,0.0,Fall,6
2018-08-04,15,0,27.7,27.7,1.9,63.0,1014.8,0.0,Fall,6
2018-08-04,16,0,26.9,26.9,3.7,68.0,1015.2,0.0,Fall,6
2018-08-04,17,13040.459770114941,27.5,27.5,3.7,62.0,1014.9,0.0,Fall,6
2018-08-04,18,13040.459770114941,28.8,28.8,3.7,48.0,1015.0,0.0,Fall,6
2018-08-04,19,13040.459770114941,27.2,27.2,1.9,54.0,1015.5,0.0,Fall,6
2018-08-04,20,13040.459770114941,26.8,26.8,7.4,55.0,1015.6,0.0,Fall,6
2018-08-04,21,13040.459770114941,25.7,25.7,7.4,58.0,1016.1,0.0,Fall,6
2018-08-04,22,13040.459770114941,25.5,25.5,3.7,61.0,1015.9,0.0,Fall,6
2018-08-04,23,0,25.9,25.9,5.6,54.0,1015.6,0.0,Fall,6
2018-08-05,0,0,24.2,24.2,3.7,68.0,1015.8,0.0,Fall,7
2018-08-05,1,0,23.9,23.9,3.7,65.0,1015.8,0.0,Fall,7
2018-08-05,2,0,23.0,23.0,5.6,67.0,1015.9,0.0,Fall,7
2018-08-05,3,0,22.9,22.9,7.4,66.0,1015.6,0.0,Fall,7
2018-08-05,4,0,23.0,23.0,5.6,63.0,1015.8,0.0,Fall,7
2018-08-05,5,0,22.6,22.6,7.4,66.0,1016.2,0.0,Fall,7
2018-08-05,6,0,23.9,23.9,1.9,64.0,1016.5,0.0,Fall,7
2018-08-05,7,0,25.1,25.1,1.9,65.0,1016.4,0.0,Fall,7
2018-08-05,8,0,25.7,25.7,3.7,67.0,1016.2,0.0,Fall,7
2018-08-05,9,0.0,27.1,27.1,5.6,58.0,1016.0,0.0,Fall,7
2018-08-05,10,0,27.7,27.7,5.6,55.0,1015.6,0.0,Fall,7
2018-08-05,11,3304.3902439024387,29.1,29.1,7.4,52.0,1015.1,0.0,Fall,7
2018-08-05,12,3304.3902439024387,29.9,29.9,9.3,50.0,1014.5,0.0,Fall,7
2018-08-05,13,3304.3902439024387,32.5,32.5,9.3,41.0,1013.4,0.0,Fall,7
2018-08-05,14,0,34.1,34.1,7.4,32.0,1012.4,0.0,Fall,7
2018-08-05,15,0,34.1,34.1,11.1,29.0,1011.8,0.0,Fall,7
2018-08-05,16,0,34.1,34.1,9.3,27.0,1011.8,0.0,Fall,7
2018-08-05,17,0,32.7,32.7,5.6,30.0,1012.2,0.0,Fall,7
2018-08-05,18,0,31.1,31.1,5.6,35.0,1012.5,0.0,Fall,7
2018-08-05,19,0,29.9,29.9,9.3,40.0,1013.0,0.0,Fall,7
2018-08-05,20,0,29.3,29.3,11.1,42.0,1013.6,0.0,Fall,7
2018-08-05,21,0,28.9,28.9,11.1,42.0,1014.1,0.0,Fall,7
2018-08-05,22,0,27.5,27.5,13.0,53.0,1015.3,0.0,Fall,7
2018-08-05,23,0,26.5,26.5,3.7,54.0,1014.9,0.0,Fall,7
2018-08-06,0,0,24.8,24.8,7.4,62.0,1015.3,0.0,Fall,1
2018-08-06,1,0,24.5,24.5,3.7,67.0,1015.4,0.0,Fall,1
2018-08-06,2,0,23.8,23.8,1.9,70.0,1015.5,0.0,Fall,1
2018-08-06,3,3108.5714285714284,22.8,22.8,5.6,74.0,1015.6,0.0,Fall,1
2018-08-06,4,3108.5714285714284,22.3,22.3,5.6,72.0,1015.7,0.0,Fall,1
2018-08-06,5,0,22.0,22.0,5.6,72.0,1016.0,0.0,Fall,1
2018-08-06,6,16295.02501557485,23.3,23.3,1.9,69.0,1015.9,0.0,Fall,1
2018-08-06,7,16295.02501557485,24.9,24.9,3.7,65.0,1015.8,0.0,Fall,1
2018-08-06,8,16295.02501557485,25.4,25.4,7.4,60.0,1015.8,0.0,Fall,1
2018-08-06,9,16295.02501557485,26.1,26.1,5.6,61.0,1015.4,0.0,Fall,1
2018-08-06,10,16295.02501557485,26.7,26.7,5.6,57.0,1015.2,0.0,Fall,1
2018-08-06,11,10744.741881167656,28.2,28.2,5.6,48.0,1014.6,0.0,Fall,1
2018-08-06,12,32261.845307855256,29.8,29.8,5.6,44.0,1013.6,0.0,Fall,1
2018-08-06,13,43469.810073835004,30.4,30.4,5.6,46.0,1012.8,0.0,Fall,1
2018-08-06,14,33679.410073834995,29.9,29.9,7.4,49.0,1012.8,0.0,Fall,1
2018-08-06,15,25609.166171395973,30.3,30.3,9.3,43.0,1012.1,0.0,Fall,1
2018-08-06,16,16615.44642857143,30.8,30.8,7.4,40.0,1011.6,0.0,Fall,1
2018-08-06,17,16615.44642857143,30.8,30.8,5.6,41.0,1011.3,0.0,Fall,1
2018-08-06,18,8376.800000000001,26.2,26.2,24.1,45.0,1013.1,0.0,Fall,1
2018-08-06,19,8376.800000000001,22.3,22.3,14.8,75.0,1017.3,0.0,Fall,1
2018-08-06,20,10481.415384615386,21.0,21.0,7.4,82.0,1017.4,0.0,Fall,1
2018-08-06,21,8376.800000000001,20.8,20.8,5.6,87.0,1016.8,0.0,Fall,1
2018-08-06,22,8376.800000000001,20.4,20.4,5.6,87.0,1016.4,0.0,Fall,1
2018-08-06,23,0,20.3,20.3,5.6,83.0,1016.0,0.0,Fall,1
2018-08-07,0,0,20.3,20.3,3.7,82.0,1016.0,3.0,Fall,2
2018-08-07,1,0,20.7,20.7,3.7,77.0,1015.0,0.0,Fall,2
2018-08-07,2,0,21.4,21.4,7.4,70.0,1014.5,0.0,Fall,2
2018-08-07,3,0,21.5,21.5,5.6,72.0,1014.6,0.0,Fall,2
2018-08-07,4,0,20.2,20.2,1.9,83.0,1014.9,0.0,Fall,2
2018-08-07,5,8751.58878504673,19.5,19.5,5.6,86.0,1015.1,0.0,Fall,2
2018-08-07,6,30676.898937309415,20.9,20.9,1.9,80.0,1014.9,3.0,Fall,2
2018-08-07,7,30676.898937309415,22.4,22.4,9.3,70.0,1014.8,0.0,Fall,2
2018-08-07,8,31562.210140628922,23.3,23.3,7.4,69.0,1014.7,0.0,Fall,2
2018-08-07,9,31562.210140628922,23.5,23.5,5.6,69.0,963.3,0.0,Fall,2
2018-08-07,10,24437.191603516076,24.4,24.4,5.6,67.0,963.0,0.0,Fall,2
2018-08-07,11,18128.655843956614,25.8,25.8,5.6,62.0,962.5,0.0,Fall,2
2018-08-07,12,7090.099142925685,26.7,26.7,5.6,53.0,961.7,0.0,Fall,2
2018-08-07,13,2104.927536231884,29.0,29.0,3.7,44.0,1011.4,0.0,Fall,2
2018-08-07,14,2104.927536231884,29.8,29.8,5.6,42.0,1010.5,0.0,Fall,2
2018-08-07,15,2104.927536231884,30.7,30.7,5.6,37.0,1009.5,0.0,Fall,2
2018-08-07,16,0,31.0,31.0,3.7,40.0,1009.1,0.0,Fall,2
2018-08-07,17,9673.72093023256,29.9,29.9,3.7,46.0,1009.0,0.0,Fall,2
2018-08-07,18,9673.72093023256,29.5,29.5,7.4,42.0,1009.1,0.0,Fall,2
2018-08-07,19,9673.72093023256,27.8,27.8,9.3,42.0,1009.4,0.0,Fall,2
2018-08-07,20,9673.72093023256,28.0,28.0,9.3,40.0,1010.1,0.0,Fall,2
2018-08-07,21,15448.91080365028,27.1,27.1,7.4,46.0,1010.9,0.0,Fall,2
2018-08-07,22,15448.91080365028,26.1,26.1,7.4,49.0,1011.7,0.0,Fall,2
2018-08-07,23,5775.189873417721,25.2,25.2,7.4,52.0,1011.5,0.0,Fall,2
2018-08-08,0,0,24.7,24.7,5.6,54.0,1011.7,0.0,Fall,3
2018-08-08,1,0,24.0,24.0,3.7,59.0,1012.3,0.0,Fall,3
2018-08-08,2,0,24.8,24.8,3.7,61.0,1012.3,0.0,Fall,3
2018-08-08,3,3439.53488372093,24.2,24.2,3.7,67.0,1012.3,0.0,Fall,3
2018-08-08,4,3439.53488372093,23.7,23.7,1.9,57.0,1012.5,0.0,Fall,3
2018-08-08,5,14407.289627913317,23.0,23.0,7.4,58.0,1012.8,0.0,Fall,3
2018-08-08,6,23087.994473728297,24.0,24.0,0.0,60.0,1013.1,0.0,Fall,3
2018-08-08,7,47947.68705098219,25.4,25.4,5.6,61.0,1013.4,0.0,Fall,3
2018-08-08,8,32287.6870509822,25.6,25.6,1.9,60.0,1013.9,0.0,Fall,3
2018-08-08,9,32287.6870509822,26.7,26.7,5.6,56.0,1013.8,0.0,Fall,3
2018-08-08,10,30415.08896770752,27.5,27.5,5.6,53.0,1013.5,0.0,Fall,3
2018-08-08,11,2147.3394495412845,28.4,28.4,13.0,49.0,1013.3,0.0,Fall,3
2018-08-08,12,10473.609275422543,29.4,29.4,9.3,47.0,1012.7,0.0,Fall,3
2018-08-08,13,10473.609275422543,29.1,29.1,5.6,48.0,1012.4,0.0,Fall,3
2018-08-08,14,10473.609275422543,29.7,29.7,5.6,42.0,1011.3,0.0,Fall,3
2018-08-08,15,10473.609275422543,30.5,30.5,7.4,40.0,1010.7,0.0,Fall,3
2018-08-08,16,11609.360734972168,29.1,29.1,11.1,46.0,1010.9,0.0,Fall,3
2018-08-08,17,3283.090909090909,27.1,27.1,11.1,49.0,1012.2,0.0,Fall,3
